s.no,method,instruction,instruction_index,hitcount,Instruction Id in CFG,Block Id as per CFG generated
190,__original_main,swam.runtime.internals.interpreter.Asm$GlobalGet@7c8383eb,0,1,0,1
94,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@255e4321,1,1,1,1
273,__original_main,I32Sub,2,1,2,1
488,__original_main,swam.runtime.internals.interpreter.Asm$LocalTee@6f6a6448,3,1,3,1
957,__original_main,swam.runtime.internals.interpreter.Asm$GlobalSet@4e4f6278,4,1,4,1
764,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@3df5ebd5,5,1,5,1
35,__original_main,swam.runtime.internals.interpreter.Asm$I64Const@7a29a993,6,1,6,1
234,__original_main,swam.runtime.internals.interpreter.Asm$I64Store@4c5b1039,7,1,7,1
187,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@4a5d4980,8,1,8,1
91,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@740afac5,9,1,9,1
940,__original_main,I32Add,10,1,10,1
544,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@14483c1f,11,1,11,1
1034,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@1e32f321,12,1,12,1
174,__original_main,swam.runtime.internals.interpreter.Asm$Call@3840c7f1,13,1,13,1
727,__original_main,swam.runtime.internals.interpreter.Asm$Drop@74c93d33,14,1,14,1
494,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@459ea0c3,15,1,15,1
1045,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@1c062374,16,1,16,1
602,__original_main,I32Add,17,1,17,1
1002,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@604781a7,18,1,18,1
756,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@71418e39,19,1,19,1
773,__original_main,swam.runtime.internals.interpreter.Asm$Call@1382790f,20,1,20,1
916,__original_main,swam.runtime.internals.interpreter.Asm$Drop@20f5d861,21,1,21,1
1038,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@558a09b2,22,1,22,1
409,__original_main,swam.runtime.internals.interpreter.Asm$I64Const@1395f6a6,23,1,23,1
599,__original_main,swam.runtime.internals.interpreter.Asm$I64Store@37d0f442,24,1,24,1
414,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@18c67705,25,1,25,1
588,__original_main,swam.runtime.internals.interpreter.Asm$I64Const@20292ec4,26,1,26,1
559,__original_main,swam.runtime.internals.interpreter.Asm$I64Store@7ecfa90d,27,1,27,1
972,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@137ea018,28,1,28,1
203,__original_main,swam.runtime.internals.interpreter.Asm$I64Const@6a3671d5,29,1,29,1
886,__original_main,swam.runtime.internals.interpreter.Asm$I64Store@1824fe,30,1,30,1
692,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@75d91329,31,1,31,1
917,__original_main,swam.runtime.internals.interpreter.Asm$I64Const@7d2e883f,32,1,32,1
744,__original_main,swam.runtime.internals.interpreter.Asm$I64Store@36235a01,33,1,33,1
601,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@424603df,34,1,34,1
874,__original_main,swam.runtime.internals.interpreter.Asm$I64Const@330afe15,35,1,35,1
401,__original_main,swam.runtime.internals.interpreter.Asm$I64Store@5ab26623,36,1,36,1
114,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@2cf22c72,37,1,37,1
790,__original_main,swam.runtime.internals.interpreter.Asm$I64Const@68cc0a9a,38,1,38,1
836,__original_main,swam.runtime.internals.interpreter.Asm$I64Store@3615d087,39,1,39,1
381,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@195872f2,40,1,40,1
142,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@270d4544,41,1,41,1
152,__original_main,swam.runtime.internals.interpreter.Asm$Call@4aca6a8f,42,1,42,1
108,__original_main,swam.runtime.internals.interpreter.Asm$Drop@216a6842,43,1,43,1
416,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@47bcb7ce,44,1,44,1
230,__original_main,swam.runtime.internals.interpreter.Asm$I64Const@10498690,45,1,45,1
569,__original_main,swam.runtime.internals.interpreter.Asm$I64Store@46dcfb5c,46,1,46,1
482,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@4c27f4f9,47,1,47,1
317,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@6eae6fdc,48,1,48,1
879,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@2a09f037,49,1,49,1
562,__original_main,I32Add,50,1,50,1
362,__original_main,swam.runtime.internals.interpreter.Asm$Call@2648898,51,1,51,1
509,__original_main,swam.runtime.internals.interpreter.Asm$Drop@79dfb8b7,52,1,52,1
738,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@3c640f17,53,1,53,1
772,__original_main,swam.runtime.internals.interpreter.Asm$I64Const@75cedb11,54,1,54,1
536,__original_main,swam.runtime.internals.interpreter.Asm$I64Store@6b99da7c,55,1,55,1
769,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@1a5f9eb1,56,1,56,1
318,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@4710a744,57,1,57,1
920,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@357a2510,58,1,58,1
170,__original_main,I32Add,59,1,59,1
698,__original_main,swam.runtime.internals.interpreter.Asm$Call@3e59a3c8,60,1,60,1
251,__original_main,swam.runtime.internals.interpreter.Asm$Drop@4c54c310,61,1,61,1
192,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@5de627a5,62,1,62,1
924,__original_main,swam.runtime.internals.interpreter.Asm$I64Const@684bfb92,63,1,63,1
963,__original_main,swam.runtime.internals.interpreter.Asm$I64Store@69185fa1,64,1,64,1
398,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@4138814a,65,1,65,1
949,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@28e92708,66,1,66,1
208,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@4923fd4,67,1,67,1
596,__original_main,I32Add,68,1,68,1
691,__original_main,swam.runtime.internals.interpreter.Asm$Call@130293d1,69,1,69,1
328,__original_main,swam.runtime.internals.interpreter.Asm$Drop@54819d5c,70,1,70,1
956,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@11c47689,71,1,71,1
412,__original_main,swam.runtime.internals.interpreter.Asm$I64Const@6ce1e416,72,1,72,1
944,__original_main,swam.runtime.internals.interpreter.Asm$I64Store@6f4a9236,73,1,73,1
255,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@db00879,74,1,74,1
962,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@77941c8b,75,1,75,1
125,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@2cd77ec4,76,1,76,1
841,__original_main,I32Add,77,1,77,1
0,__original_main,swam.runtime.internals.interpreter.Asm$Call@60efeedb,78,1,78,1
847,__original_main,swam.runtime.internals.interpreter.Asm$Drop@75b25f6a,79,1,79,1
457,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@7a10aa0,80,1,80,1
405,__original_main,swam.runtime.internals.interpreter.Asm$I64Const@23c7c0e4,81,1,81,1
481,__original_main,swam.runtime.internals.interpreter.Asm$I64Store@4d51e695,82,1,82,1
747,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@5f6098d1,83,1,83,1
216,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@250d6302,84,1,84,1
633,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@79d40574,85,1,85,1
38,__original_main,I32Add,86,1,86,1
422,__original_main,swam.runtime.internals.interpreter.Asm$Call@695d0fdd,87,1,87,1
237,__original_main,swam.runtime.internals.interpreter.Asm$Drop@4e5ba782,88,1,88,1
446,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@6549862b,89,1,89,1
343,__original_main,swam.runtime.internals.interpreter.Asm$I64Const@22938526,90,1,90,1
83,__original_main,swam.runtime.internals.interpreter.Asm$I64Store@21dce988,91,1,91,1
25,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@1552b78d,92,1,92,1
59,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@3cd63fc7,93,1,93,1
760,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@1a16d63e,94,1,94,1
690,__original_main,I32Add,95,1,95,1
51,__original_main,swam.runtime.internals.interpreter.Asm$Call@57b0684a,96,1,96,1
881,__original_main,swam.runtime.internals.interpreter.Asm$Drop@2680d08c,97,1,97,1
4,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@64a93c28,98,1,98,1
219,__original_main,swam.runtime.internals.interpreter.Asm$I64Const@15ec855f,99,1,99,1
833,__original_main,swam.runtime.internals.interpreter.Asm$I64Store@503e6ed9,100,1,100,1
80,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@a016323,101,1,101,1
157,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@8082722,102,1,102,1
745,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@22ffbdfe,103,1,103,1
510,__original_main,I32Add,104,1,104,1
415,__original_main,swam.runtime.internals.interpreter.Asm$Call@241e360f,105,1,105,1
1054,__original_main,swam.runtime.internals.interpreter.Asm$Drop@5d97f1ec,106,1,106,1
829,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@57ef5c53,107,1,107,1
849,__original_main,swam.runtime.internals.interpreter.Asm$I64Const@5baf551,108,1,108,1
939,__original_main,swam.runtime.internals.interpreter.Asm$I64Store@1fd7d300,109,1,109,1
478,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@3416bc2a,110,1,110,1
388,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@bf0a58d,111,1,111,1
1041,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@765fb5c,112,1,112,1
289,__original_main,I32Add,113,1,113,1
107,__original_main,swam.runtime.internals.interpreter.Asm$Call@717a3b34,114,1,114,1
49,__original_main,swam.runtime.internals.interpreter.Asm$Drop@576a984,115,1,115,1
862,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@2642c757,116,1,116,1
793,__original_main,swam.runtime.internals.interpreter.Asm$I64Const@258892f2,117,1,117,1
123,__original_main,swam.runtime.internals.interpreter.Asm$I64Store@1c350d2f,118,1,118,1
607,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@9147b07,119,1,119,1
752,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@12f1eab6,120,1,120,1
535,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@4ff0e7a1,121,1,121,1
859,__original_main,I32Add,122,1,122,1
697,__original_main,swam.runtime.internals.interpreter.Asm$Call@7c4c9750,123,1,123,1
875,__original_main,swam.runtime.internals.interpreter.Asm$Drop@15b38822,124,1,124,1
681,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@1f77e4ff,125,1,125,1
537,__original_main,swam.runtime.internals.interpreter.Asm$I64Const@e86b5e8,126,1,126,1
53,__original_main,swam.runtime.internals.interpreter.Asm$I64Store@5e7f3a1a,127,1,127,1
626,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@837ae4c,128,1,128,1
609,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@2d094124,129,1,129,1
129,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@7641b134,130,1,130,1
79,__original_main,I32Add,131,1,131,1
966,__original_main,swam.runtime.internals.interpreter.Asm$Call@4405733e,132,1,132,1
948,__original_main,swam.runtime.internals.interpreter.Asm$Drop@46bb70a0,133,1,133,1
43,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@794699a8,134,1,134,1
403,__original_main,swam.runtime.internals.interpreter.Asm$I64Const@776c07e5,135,1,135,1
363,__original_main,swam.runtime.internals.interpreter.Asm$I64Store@1806ecb2,136,1,136,1
379,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@77d32868,137,1,137,1
10,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@722dc75e,138,1,138,1
99,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@1aa3d44,139,1,139,1
66,__original_main,I32Add,140,1,140,1
543,__original_main,swam.runtime.internals.interpreter.Asm$Call@7bfee5ce,141,1,141,1
550,__original_main,swam.runtime.internals.interpreter.Asm$Drop@763b511,142,1,142,1
19,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@753448a7,143,1,143,1
390,__original_main,swam.runtime.internals.interpreter.Asm$I64Const@5a7bc32f,144,1,144,1
795,__original_main,swam.runtime.internals.interpreter.Asm$I64Store@29875c1c,145,1,145,1
755,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@6c786d5a,146,1,146,1
525,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@5c4aa34d,147,1,147,1
76,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@26c387cb,148,1,148,1
200,__original_main,I32Add,149,1,149,1
548,__original_main,swam.runtime.internals.interpreter.Asm$Call@60780b50,150,1,150,1
232,__original_main,swam.runtime.internals.interpreter.Asm$Drop@2d1e82ba,151,1,151,1
707,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@7470a920,152,1,152,1
961,__original_main,swam.runtime.internals.interpreter.Asm$I64Const@6a85c1b2,153,1,153,1
975,__original_main,swam.runtime.internals.interpreter.Asm$I64Store@3ea57626,154,1,154,1
922,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@3c1c2cf0,155,1,155,1
933,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@6cff39c7,156,1,156,1
861,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@33a5c2bb,157,1,157,1
15,__original_main,I32Add,158,1,158,1
402,__original_main,swam.runtime.internals.interpreter.Asm$Call@5f859eee,159,1,159,1
41,__original_main,swam.runtime.internals.interpreter.Asm$Drop@2b486279,160,1,160,1
361,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@14e1ac96,161,1,161,1
909,__original_main,swam.runtime.internals.interpreter.Asm$I64Const@56c6960f,162,1,162,1
695,__original_main,swam.runtime.internals.interpreter.Asm$I64Store@462a1b0b,163,1,163,1
587,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@422230a5,164,1,164,1
321,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@5c565da7,165,1,165,1
907,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@3a6c1825,166,1,166,1
329,__original_main,I32Add,167,1,167,1
254,__original_main,swam.runtime.internals.interpreter.Asm$Call@2672d44,168,1,168,1
311,__original_main,swam.runtime.internals.interpreter.Asm$Drop@352db30e,169,1,169,1
420,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@6bb7b7e8,170,1,170,1
839,__original_main,swam.runtime.internals.interpreter.Asm$I64Const@47decdce,171,1,171,1
1012,__original_main,swam.runtime.internals.interpreter.Asm$I64Store@ab0c2eb,172,1,172,1
447,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@ff5c75d,173,1,173,1
313,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@1ca1e405,174,1,174,1
225,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@1b904d96,175,1,175,1
748,__original_main,I32Add,176,1,176,1
373,__original_main,swam.runtime.internals.interpreter.Asm$Call@1e0b636b,177,1,177,1
61,__original_main,swam.runtime.internals.interpreter.Asm$Drop@59ed0270,178,1,178,1
541,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@759d3fc7,179,1,179,1
8,__original_main,swam.runtime.internals.interpreter.Asm$I64Const@16e2ade7,180,1,180,1
303,__original_main,swam.runtime.internals.interpreter.Asm$I64Store@7d5a151c,181,1,181,1
248,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@5a84b36b,182,1,182,1
1,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@29535ff4,183,1,183,1
197,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@198933ba,184,1,184,1
934,__original_main,I32Add,185,1,185,1
551,__original_main,swam.runtime.internals.interpreter.Asm$Call@197110ff,186,1,186,1
445,__original_main,swam.runtime.internals.interpreter.Asm$Drop@e7afd6a,187,1,187,1
643,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@92e4860,188,1,188,1
648,__original_main,swam.runtime.internals.interpreter.Asm$Call@6b3be11c,189,1,189,1
243,__original_main,swam.runtime.internals.interpreter.Asm$Drop@361088f4,190,1,190,1
650,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@8d16a82,191,1,191,1
855,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@4d732e04,192,1,192,1
728,__original_main,swam.runtime.internals.interpreter.Asm$Call@4f8d6950,193,1,193,1
523,__original_main,swam.runtime.internals.interpreter.Asm$Drop@3538bbf2,194,1,194,1
822,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@2b02fd9,195,1,195,1
585,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@4521436,196,1,196,1
75,__original_main,I32Add,197,1,197,1
937,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@af3e298,198,1,198,1
853,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@25988e83,199,1,199,1
283,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@7879d50e,200,1,200,1
533,__original_main,I32Add,201,1,201,1
563,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@57a14b7c,202,1,202,1
512,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@3f80d8aa,203,1,203,1
838,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@1d82bb29,204,1,204,1
750,__original_main,I32Add,205,1,205,1
911,__original_main,swam.runtime.internals.interpreter.Asm$Call@6f965202,206,1,206,1
722,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@261545f2,207,1,207,1
182,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@6b0d5595,208,1,208,1
1033,__original_main,swam.runtime.internals.interpreter.Asm$F64Load@2b514903,209,1,209,1
344,__original_main,swam.runtime.internals.interpreter.Asm$F64Store@35019e1c,210,1,210,1
902,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@7c7fd34a,211,1,211,1
530,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@1907a95a,212,1,212,1
946,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@459d6077,213,1,213,1
1006,__original_main,I32Add,214,1,214,1
389,__original_main,swam.runtime.internals.interpreter.Asm$Call@5f11f89f,215,1,215,1
657,__original_main,swam.runtime.internals.interpreter.Asm$Drop@66a3ed4e,216,1,216,1
93,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@f432306,217,1,217,1
763,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@771b97d,218,1,218,1
645,__original_main,swam.runtime.internals.interpreter.Asm$F64Load@52f62fe6,219,1,219,1
432,__original_main,swam.runtime.internals.interpreter.Asm$F64Store@25daec25,220,1,220,1
1019,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@65413376,221,1,221,1
348,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@5777b7d,222,1,222,1
639,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@275dbca9,223,1,223,1
522,__original_main,I32Add,224,1,224,1
378,__original_main,swam.runtime.internals.interpreter.Asm$Call@45f58074,225,1,225,1
427,__original_main,swam.runtime.internals.interpreter.Asm$Drop@13c0d7be,226,1,226,1
245,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@31180d4,227,1,227,1
529,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@44a51506,228,1,228,1
486,__original_main,swam.runtime.internals.interpreter.Asm$F64Load@196a3f5c,229,1,229,1
896,__original_main,swam.runtime.internals.interpreter.Asm$F64Store@fb4a50b,230,1,230,1
683,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@2b0f0f04,231,1,231,1
1051,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@c898623,232,1,232,1
102,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@d4bf14d,233,1,233,1
997,__original_main,I32Add,234,1,234,1
743,__original_main,swam.runtime.internals.interpreter.Asm$Call@7450864a,235,1,235,1
119,__original_main,swam.runtime.internals.interpreter.Asm$Drop@5831b20,236,1,236,1
892,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@2e0b9397,237,1,237,1
222,__original_main,swam.runtime.internals.interpreter.Asm$LocalGet@38331e32,238,1,238,1
385,__original_main,swam.runtime.internals.interpreter.Asm$F64Load@1e395195,239,1,239,1
1016,__original_main,swam.runtime.internals.interpreter.Asm$F64Store@1f0ae81e,240,1,240,1
124,__original_main,swam.runtime.internals.interpreter.Asm$I32Const@3afa0b04,241,1,241,1
